Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
1,1,"996,45",10/05/2025 13:00:51,KYW6G37,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
2,1,"994,23",10/05/2025 13:03:50,PJL6735,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
3,1,"995,52",10/05/2025 13:04:46,PLD3J94,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
4,1,"995,26",10/05/2025 13:09:17,,Desconhecido,Desconhecido,Silver,0,ASCON GENIPABU,ANPR,
5,1,"989,06",10/05/2025 13:10:03,SKE9I77,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
6,1,"1077,21",10/05/2025 13:11:15,NTE0529,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
7,1,"1001,48",10/05/2025 13:14:33,OUP5945,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
8,1,"981,52",10/05/2025 13:14:42,,Desconhecido,Desconhecido,White,0,ASCON GENIPABU,ANPR,
9,1,"1074,12",10/05/2025 13:15:37,OVD7902,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
10,1,"954,66",10/05/2025 13:17:41,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
11,1,"993,78",10/05/2025 13:18:02,TCO8B93,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
12,1,"997,56",10/05/2025 13:18:30,PKJ5206,Desconhecido,White,Brown,0,ASCON GENIPABU,ANPR,
13,1,"1118,42",10/05/2025 13:20:02,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
14,1,"996,89",10/05/2025 13:23:23,RDR0J13,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
15,1,"958,98",10/05/2025 13:27:10,RPD8A93,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
16,1,"989,27",10/05/2025 13:27:16,,Desconhecido,Desconhecido,Blue,0,ASCON GENIPABU,ANPR,
17,1,"995,94",10/05/2025 13:28:57,SWL9F33,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
18,1,"999,6",10/05/2025 13:29:07,FJI0D81,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
