Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
1,1,"992,59",11/05/2025 09:02:17,RDH8E87,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
2,1,"1001,27",11/05/2025 09:02:27,JOQ9I52,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
3,1,"995,72",11/05/2025 09:04:15,SKG9D14,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
4,1,"978,82",11/05/2025 09:14:55,GKE6G43,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
5,1,"981,01",11/05/2025 09:16:26,FYY8I91,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
6,1,"926,5",11/05/2025 09:21:46,PJF4080,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
7,1,"960,88",11/05/2025 09:24:08,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
8,1,"985,16",11/05/2025 09:24:33,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
9,1,"934,01",11/05/2025 09:26:34,RPL8H51,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
10,1,"1012,32",11/05/2025 09:30:17,PKU3201,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
11,1,"961,03",11/05/2025 09:32:02,SIQ3G33,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
12,1,"985,67",11/05/2025 09:38:36,RPI6D05,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
13,1,"1000,23",11/05/2025 09:40:03,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
14,1,"948,1",11/05/2025 09:40:20,GTN7F78,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
15,1,"957,17",11/05/2025 09:49:27,RCV3J03,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
16,1,"1071,58",11/05/2025 09:52:45,RVG8H86,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
17,1,"1073,95",11/05/2025 09:53:05,JRX8314,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
18,1,"995,25",11/05/2025 09:55:56,QTX8D48,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
19,1,"953,88",11/05/2025 09:56:55,SJY0I13,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
20,1,"890,24",11/05/2025 09:57:31,PBK9A9,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
21,1,"978,05",11/05/2025 09:58:00,RPU7G84,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
22,1,"1001,29",11/05/2025 10:05:37,GZM6651,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
23,1,"992,05",11/05/2025 10:07:08,PJH9D12,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
24,1,"905,42",11/05/2025 10:17:35,RCZ1F95,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
25,1,"950,94",11/05/2025 10:18:29,QMX4D72,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
26,1,"924,92",11/05/2025 10:19:06,TDS7I77,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
27,1,932,11/05/2025 10:20:36,SJW4I03,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
28,1,"945,98",11/05/2025 10:21:37,PKJ1D67,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
29,1,"1045,18",11/05/2025 10:22:42,JRF8478,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
30,1,"1060,6",11/05/2025 10:23:27,RPC9F86,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
31,1,"921,34",11/05/2025 10:27:11,RDC4F52,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
32,1,"935,96",11/05/2025 10:28:10,TCV1A84,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
33,1,972,11/05/2025 10:28:38,SJR5G34,Desconhecido,White,Yellow,0,ASCON GENIPABU,ANPR,
34,1,"969,73",11/05/2025 10:30:17,,Desconhecido,Desconhecido,Blue,0,ASCON GENIPABU,ANPR,
35,1,"1001,8",11/05/2025 10:32:28,TS5606,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
36,1,"1037,73",11/05/2025 10:34:16,NTE5857,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
37,1,"980,7",11/05/2025 10:37:34,TCH4I20,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
38,1,"961,29",11/05/2025 10:38:16,,Desconhecido,Desconhecido,White,0,ASCON GENIPABU,ANPR,
39,1,"1064,52",11/05/2025 10:42:31,OUH2678,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
40,1,"960,54",11/05/2025 10:43:33,OVS5A95,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
41,1,"971,17",11/05/2025 10:43:56,RPM5G70,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
42,1,"980,4",11/05/2025 10:45:14,TCX0J23,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
43,1,"1014,1",11/05/2025 10:45:55,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
44,1,1064,11/05/2025 10:45:58,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
45,1,"989,9",11/05/2025 10:50:11,DA2D34,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
46,1,"1052,6",11/05/2025 10:52:47,QTV0H13,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
47,1,"970,59",11/05/2025 10:53:02,,Desconhecido,Desconhecido,White,0,ASCON GENIPABU,ANPR,
48,1,"982,09",11/05/2025 10:55:32,NZY2650,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
49,1,"956,63",11/05/2025 10:59:09,PLH1D37,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
50,1,"982,15",11/05/2025 11:00:58,FYB8E02,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
51,1,"948,17",11/05/2025 11:02:05,QTU0J90,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
52,1,"988,83",11/05/2025 11:03:56,RCR5G25,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
53,1,1030,11/05/2025 11:07:40,,Desconhecido,Desconhecido,White,0,ASCON GENIPABU,ANPR,
54,1,"1014,06",11/05/2025 11:08:24,RDR7J82,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
55,1,"1025,16",11/05/2025 11:12:09,SYY0I06,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
56,1,"968,92",11/05/2025 11:16:59,NFZ1138,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
57,1,"953,23",11/05/2025 11:17:25,SKM0A31,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
58,1,"944,36",11/05/2025 11:20:32,,Desconhecido,Desconhecido,Brown,0,ASCON GENIPABU,ANPR,
59,1,"939,43",11/05/2025 11:20:58,NZE1C11,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
60,1,"926,97",11/05/2025 11:24:12,SIU4I69,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
61,1,"988,35",11/05/2025 11:40:28,PKZ4I25,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
62,1,"967,35",11/05/2025 11:42:06,SJW4I03,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
63,1,"968,1",11/05/2025 11:43:36,FYB8E02,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
64,1,"986,85",11/05/2025 11:45:01,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
65,1,"917,15",11/05/2025 11:45:44,OLB6I14,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
66,1,"934,1",11/05/2025 11:45:47,EYL3F94,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
67,1,"1008,23",11/05/2025 11:45:51,SKF7C62,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
68,1,"915,31",11/05/2025 11:46:14,SJY8H29,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
69,1,"998,76",11/05/2025 11:46:31,SKN3D75,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
70,1,"1009,39",11/05/2025 11:47:50,JSF7I06,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
71,1,"993,58",11/05/2025 11:47:57,RCO4C39,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
72,1,"1012,45",11/05/2025 11:48:32,SJY6E08,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
73,1,"951,55",11/05/2025 12:02:28,,Desconhecido,Desconhecido,White,0,ASCON GENIPABU,ANPR,
74,1,"912,01",11/05/2025 12:05:21,,Desconhecido,Desconhecido,Silver,0,ASCON GENIPABU,ANPR,
75,1,"1020,2",11/05/2025 12:09:40,JIP8443,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
76,1,"1021,29",11/05/2025 12:10:38,TCB4D37,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
77,1,"1006,24",11/05/2025 12:11:03,OZR2003,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
78,1,"997,45",11/05/2025 12:17:51,RFZ3C66,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
79,1,"959,36",11/05/2025 12:19:42,OZI7981,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
80,1,"984,46",11/05/2025 12:24:50,NTL1095,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
81,1,"1002,87",11/05/2025 12:26:26,SJO0D26,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
82,1,"991,7",11/05/2025 12:26:53,PJY1065,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
83,1,"987,43",11/05/2025 12:27:17,SKO0G94,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
84,1,"1005,8",11/05/2025 12:27:48,RDO0B39,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
85,1,"992,61",11/05/2025 12:29:50,RPS0C22,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
86,1,"986,32",11/05/2025 12:30:32,OKS2J03,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
87,1,"991,46",11/05/2025 12:36:28,SKI7G51,Desconhecido,White,Yellow,0,ASCON GENIPABU,ANPR,
88,1,"983,02",11/05/2025 12:41:13,,Desconhecido,Desconhecido,White,0,ASCON GENIPABU,ANPR,
89,1,"1035,32",11/05/2025 12:42:54,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
90,1,"1076,13",11/05/2025 12:51:14,JOL9474,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
91,1,"1089,3",11/05/2025 12:53:16,NTI4335,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
92,1,"975,66",11/05/2025 13:05:44,RCV4J61,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
93,1,"1014,18",11/05/2025 13:06:47,SKD3H30,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
94,1,"1026,37",11/05/2025 13:09:01,JQX6E11,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
95,1,"1032,59",11/05/2025 13:11:07,SJM3F10,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
96,1,"1027,62",11/05/2025 13:12:36,OVS5A95,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
97,1,"962,14",11/05/2025 13:51:28,SJL0A91,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
98,1,"978,66",11/05/2025 13:52:09,PLC6A46,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
99,1,"998,78",11/05/2025 14:02:44,SWL9F33,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
100,1,"991,23",11/05/2025 14:05:01,TCO8B93,Desconhecido,White,Gray,0,ASCON GENIPABU,ANPR,
101,1,"980,73",11/05/2025 14:15:43,OZF9439,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
102,1,"1025,04",11/05/2025 14:36:41,OZF3H22,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
103,1,"970,4",11/05/2025 14:44:30,SKC0A93,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
104,1,"981,92",11/05/2025 14:44:39,SKH3G83,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
105,1,"1087,39",11/05/2025 14:46:43,NZN8383,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
