Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
1,1,"767,49",10/05/2025 03:42:13,E443SS8,Desconhecido,Black,Black,0,ASCON GENIPABU,ANPR,
2,1,"973,73",10/05/2025 04:08:55,OYO8F29,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
3,1,"761,83",10/05/2025 05:15:10,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
4,1,"1008,35",10/05/2025 05:32:40,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
5,1,"914,05",10/05/2025 05:35:27,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
6,1,"1441,91",10/05/2025 05:42:59,NZX9J19,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
7,1,"1147,33",10/05/2025 05:43:46,SJJ3B28,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
8,1,"1126,11",10/05/2025 05:49:23,PJI7359,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
9,1,"1173,78",10/05/2025 05:51:57,SKF4A53,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
10,1,"1113,15",10/05/2025 05:53:40,OUL9G21,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
11,1,"1131,17",10/05/2025 05:56:38,JRM5813,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
12,1,"899,44",10/05/2025 05:56:58,PLN3C93,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
13,1,"1075,43",10/05/2025 06:08:49,RCT7G42,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
14,1,"1072,88",10/05/2025 06:15:37,RPG5D07,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
15,1,"870,37",10/05/2025 06:15:59,PLQ9E46,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
16,1,"1005,75",10/05/2025 06:22:41,OCW7J27,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
17,1,"1089,34",10/05/2025 06:24:26,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
18,1,"1115,67",10/05/2025 06:30:24,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
19,1,"1115,14",10/05/2025 06:33:05,JNV6951,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
20,1,"1025,12",10/05/2025 06:33:32,RPM4A50,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
21,1,"1023,61",10/05/2025 06:34:51,JSN7723,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
22,1,"1152,75",10/05/2025 06:35:23,SKF2I88,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
23,1,"1031,24",10/05/2025 06:38:07,PJG4E87,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
24,1,"1041,62",10/05/2025 06:40:47,OVD2203,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
25,1,"980,04",10/05/2025 06:41:32,SJT1J33,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
26,1,"1015,2",10/05/2025 06:44:46,RDQ0C74,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
27,1,"1066,77",10/05/2025 06:45:06,PLB2775,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
28,1,"992,77",10/05/2025 06:46:10,OFH9F11,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
29,1,"906,06",10/05/2025 06:46:14,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
30,1,"1055,2",10/05/2025 06:47:54,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
31,1,"1102,72",10/05/2025 06:48:13,RPX8B70,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
32,1,"1042,33",10/05/2025 06:48:43,OLG1289,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
33,1,"1045,53",10/05/2025 06:49:26,CZZ7575,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
34,1,"963,99",10/05/2025 06:49:40,PKE8446,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
35,1,"1004,09",10/05/2025 06:50:37,OZD0964,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
36,1,"1015,01",10/05/2025 06:51:31,EMT5693,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
37,1,1123,10/05/2025 06:52:30,DUX9451,Desconhecido,Black,Black,0,ASCON GENIPABU,ANPR,
38,1,"1143,41",10/05/2025 06:53:14,RPP9E18,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
39,1,"1004,46",10/05/2025 06:53:50,NYR2508,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
40,1,"916,88",10/05/2025 06:54:23,MZL4594,Desconhecido,White,Red,0,ASCON GENIPABU,ANPR,
41,1,"1020,8",10/05/2025 06:55:09,PKY3J96,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
42,1,"1044,43",10/05/2025 06:55:12,RCU0F12,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
43,1,"1049,21",10/05/2025 06:56:27,SKM6E02,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
44,1,"987,24",10/05/2025 06:56:58,NZE1C11,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
45,1,"1131,2",10/05/2025 07:00:30,NZY1229,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
46,1,"1113,4",10/05/2025 07:00:31,PLS8G82,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
47,1,"1013,5",10/05/2025 07:01:44,NFZ1138,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
48,1,"963,3",10/05/2025 07:02:59,VZZ0278,Desconhecido,Black,Black,0,ASCON GENIPABU,ANPR,
49,1,"940,15",10/05/2025 07:06:40,SJS3F92,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
50,1,"979,65",10/05/2025 07:12:32,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
51,1,"975,65",10/05/2025 07:12:58,SKG7B20,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
52,1,"939,95",10/05/2025 07:13:26,PJA8H89,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
53,1,"1031,31",10/05/2025 07:17:32,PKU3201,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
54,1,"985,18",10/05/2025 07:20:28,PKP9E82,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
55,1,"984,69",10/05/2025 07:21:28,FTG9684,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
56,1,"1065,78",10/05/2025 07:22:34,RDB4D19,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
57,1,"1153,84",10/05/2025 07:22:43,SKH2C88,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
58,1,"1029,35",10/05/2025 07:22:49,OKO8H31,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
59,1,"986,12",10/05/2025 07:22:55,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
60,1,"881,13",10/05/2025 07:25:46,SJY6E08,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
61,1,"960,91",10/05/2025 07:27:00,PJW2013,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
62,1,"917,06",10/05/2025 07:32:09,OKZ4E11,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
63,1,"948,84",10/05/2025 07:35:29,RBF7B97,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
64,1,"1123,43",10/05/2025 07:37:53,PLL9G52,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
65,1,"900,99",10/05/2025 07:38:44,QNV5G63,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
66,1,"908,28",10/05/2025 07:38:59,RDO0B39,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
67,1,"1069,45",10/05/2025 07:40:38,JLS8587,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
68,1,"1106,69",10/05/2025 07:42:31,QTX3C75,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
69,1,"1008,75",10/05/2025 07:44:11,JSY0975,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
70,1,"975,86",10/05/2025 07:45:52,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
71,1,"1033,36",10/05/2025 07:46:10,QTZ4D39,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
72,1,"1014,3",10/05/2025 07:47:43,NTO3C77,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
73,1,"1033,48",10/05/2025 07:47:52,,Desconhecido,Desconhecido,Black,0,ASCON GENIPABU,ANPR,
74,1,"969,68",10/05/2025 07:48:39,PLH1D37,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
75,1,"973,28",10/05/2025 07:48:42,OLK3B47,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
76,1,"991,76",10/05/2025 07:49:17,RPU7H60,Desconhecido,White,Blue,0,ASCON GENIPABU,ANPR,
77,1,"1020,58",10/05/2025 07:49:24,JMZ9C21,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
78,1,"968,14",10/05/2025 07:49:38,QKN6J76,Desconhecido,White,White,0,ASCON GENIPABU,ANPR,
79,1,"959,51",10/05/2025 07:50:38,RPI3C61,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
80,1,"949,81",10/05/2025 07:50:44,NTR2F87,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
81,1,"1072,59",10/05/2025 07:51:05,JRJ7G86,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
82,1,"987,56",10/05/2025 07:51:12,NYL3347,Desconhecido,White,Silver,0,ASCON GENIPABU,ANPR,
83,1,"1102,62",10/05/2025 07:52:09,SJZ3I27,Desconhecido,White,Black,0,ASCON GENIPABU,ANPR,
