Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
636264,,,07/05/2025 02:26:14,JSR5376,,,,,SOL,,
656539,,,07/05/2025 05:32:54,Sem placa,,,,,SOL,,
614716,,,07/05/2025 05:39:25,QK2199,,,,,SOL,,
508943,,,07/05/2025 06:08:39,RZT664,,,,,SOL,,
746221,,,07/05/2025 06:23:04,PIG1662,,,,,SOL,,
271289,,,07/05/2025 06:26:38,Sem placa,,,,,SOL,,
645319,,,07/05/2025 06:40:02,DOM4D29,,,,,SOL,,
115103,,,07/05/2025 06:43:57,PCK6B30,,,,,SOL,,
767474,,,07/05/2025 07:08:03,OVD3C12,,,,,SOL,,
700562,,,07/05/2025 07:11:56,NYO5251,,,,,SOL,,
117668,,,07/05/2025 07:36:16,JPG1851,,,,,SOL,,
4933,,,07/05/2025 07:38:40,HMY4812,,,,,SOL,,
328890,,,07/05/2025 07:38:56,PKM4C00,,,,,SOL,,
697667,,,07/05/2025 07:49:02,Sem placa,,,,,SOL,,
473292,,,07/05/2025 07:51:42,JSQ4J24,,,,,SOL,,
934626,,,07/05/2025 07:57:27,NZD9H77,,,,,SOL,,
955676,,,07/05/2025 07:58:25,JPW4712,,,,,SOL,,
590156,,,07/05/2025 07:59:48,HCO7546,,,,,SOL,,
779191,,,07/05/2025 08:02:29,NMF2F05,,,,,SOL,,
189798,,,07/05/2025 08:03:00,MLL3C00,,,,,SOL,,
812386,,,07/05/2025 08:03:52,PKY0G54,,,,,SOL,,
292470,,,07/05/2025 08:06:10,OLC7A91,,,,,SOL,,
518734,,,07/05/2025 08:07:15,FEW6I91,,,,,SOL,,
323871,,,07/05/2025 08:09:15,JRY3J36,,,,,SOL,,
870866,,,07/05/2025 08:16:49,OZC8I89,,,,,SOL,,
796786,,,07/05/2025 08:18:49,RPK1B17,,,,,SOL,,
166143,,,07/05/2025 08:19:37,PLM1700,,,,,SOL,,
616802,,,07/05/2025 08:24:43,IAO5G93,,,,,SOL,,
731607,,,07/05/2025 08:28:50,QQZ1B37,,,,,SOL,,
287352,,,07/05/2025 08:31:40,MXC7F48,,,,,SOL,,
970355,,,07/05/2025 08:40:02,FLY9F40,,,,,SOL,,
