Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
123265,,,09/05/2025 02:28:07,Sem placa,,,,,SOL,,
717069,,,09/05/2025 04:22:21,RPB2828,,,,,SOL,,
731830,,,09/05/2025 05:33:43,Sem placa,,,,,SOL,,
203205,,,09/05/2025 05:42:26,IG7I84,,,,,SOL,,
369600,,,09/05/2025 05:46:16,QKI388,,,,,SOL,,
815781,,,09/05/2025 05:52:47,SKQ891,,,,,SOL,,
392059,,,09/05/2025 05:53:46,RPP7H20,,,,,SOL,,
223545,,,09/05/2025 06:04:25,PKP8J07,,,,,SOL,,
26495,,,09/05/2025 06:17:14,JRX1528,,,,,SOL,,
428224,,,09/05/2025 06:44:40,QFD3A22,,,,,SOL,,
73749,,,09/05/2025 06:50:55,RPC9E58,,,,,SOL,,
9160,,,09/05/2025 07:02:05,TCH4I02,,,,,SOL,,
361266,,,09/05/2025 07:02:09,PKZ7E04,,,,,SOL,,
530495,,,09/05/2025 07:04:19,Sem placa,,,,,SOL,,
626466,,,09/05/2025 07:05:33,PLF6335,,,,,SOL,,
761869,,,09/05/2025 07:11:29,OVD3C12,,,,,SOL,,
887256,,,09/05/2025 07:13:58,Sem placa,,,,,SOL,,
605321,,,09/05/2025 07:19:16,Sem placa,,,,,SOL,,
480492,,,09/05/2025 07:19:50,RDJ7C30,,,,,SOL,,
743743,,,09/05/2025 07:30:03,NYU5673,,,,,SOL,,
307656,,,09/05/2025 07:37:08,OKS0163,,,,,SOL,,
414914,,,09/05/2025 07:39:02,RDI4A41,,,,,SOL,,
293574,,,09/05/2025 07:44:29,JSA4263,,,,,SOL,,
439638,,,09/05/2025 07:45:17,PKV0A92,,,,,SOL,,
290759,,,09/05/2025 07:52:37,JPG1851,,,,,SOL,,
913395,,,09/05/2025 07:52:40,RVO3E89,,,,,SOL,,
367229,,,09/05/2025 07:54:12,HCO7546,,,,,SOL,,
165304,,,09/05/2025 07:55:46,IAO5G93,,,,,SOL,,
846964,,,09/05/2025 07:56:07,QNE4D79,,,,,SOL,,
918306,,,09/05/2025 07:57:24,PLH6178,,,,,SOL,,
302492,,,09/05/2025 07:57:40,Sem placa,,,,,SOL,,
739129,,,09/05/2025 07:58:04,TCS5E69,,,,,SOL,,
516744,,,09/05/2025 08:04:53,EJF8E98,,,,,SOL,,
112539,,,09/05/2025 08:05:47,MLL3C00,,,,,SOL,,
42530,,,09/05/2025 08:07:40,NTW0B77,,,,,SOL,,
932356,,,09/05/2025 08:07:54,OZC8I89,,,,,SOL,,
235015,,,09/05/2025 08:08:15,IAA8977,,,,,SOL,,
608755,,,09/05/2025 08:10:35,PKO3C89,,,,,SOL,,
756933,,,09/05/2025 08:11:06,FEW6I91,,,,,SOL,,
662703,,,09/05/2025 08:16:28,Sem placa,,,,,SOL,,
456356,,,09/05/2025 08:17:32,RPO2H61,,,,,SOL,,
302003,,,09/05/2025 08:24:00,PLM1700,,,,,SOL,,
515638,,,09/05/2025 08:24:49,RPA6D33,,,,,SOL,,
