Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
899404,,,05/05/2025 11:01:25,EXM3G51,,,,,SOL,,
589407,,,05/05/2025 11:07:47,Sem placa,,,,,SOL,,
638644,,,05/05/2025 11:09:59,OKP9D19,,,,,SOL,,
145467,,,05/05/2025 11:11:10,Sem placa,,,,,SOL,,
252071,,,05/05/2025 11:12:51,QUB0I81,,,,,SOL,,
873211,,,05/05/2025 11:13:16,QWU4H85,,,,,SOL,,
142577,,,05/05/2025 11:13:31,PLO6A71,,,,,SOL,,
702918,,,05/05/2025 11:13:49,ECH6E16,,,,,SOL,,
981050,,,05/05/2025 11:15:39,JSR5376,,,,,SOL,,
697424,,,05/05/2025 11:16:09,PJN0B18,,,,,SOL,,
945846,,,05/05/2025 11:22:08,Sem placa,,,,,SOL,,
317394,,,05/05/2025 11:22:38,RPN3D18,,,,,SOL,,
997390,,,05/05/2025 11:25:18,JQZ6182,,,,,SOL,,
281203,,,05/05/2025 11:27:59,MA6929,,,,,SOL,,
68637,,,05/05/2025 11:28:11,Sem placa,,,,,SOL,,
182635,,,05/05/2025 11:28:38,QNZ5C72,,,,,SOL,,
711186,,,05/05/2025 11:34:49,QMC5J45,,,,,SOL,,
846084,,,05/05/2025 11:38:29,Sem placa,,,,,SOL,,
449762,,,05/05/2025 11:38:37,SYT2J64,,,,,SOL,,
144436,,,05/05/2025 11:39:10,RPS0I97,,,,,SOL,,
824189,,,05/05/2025 11:39:56,Sem placa,,,,,SOL,,
384765,,,05/05/2025 11:40:02,QTX8A45,,,,,SOL,,
411193,,,05/05/2025 11:49:49,Sem placa,,,,,SOL,,
585184,,,05/05/2025 11:51:51,PJP3659,,,,,SOL,,
950770,,,05/05/2025 11:54:29,PKE6J55,,,,,SOL,,
534960,,,05/05/2025 11:57:19,JPG1851,,,,,SOL,,
550907,,,05/05/2025 11:59:46,OIW7D70,,,,,SOL,,
824730,,,05/05/2025 11:59:48,PLG1B62,,,,,SOL,,
