Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
996690,,,07/05/2025 20:00:37,JRX3364,,,,,SOL,,
47786,,,07/05/2025 20:15:52,RAT683,,,,,SOL,,
652799,,,07/05/2025 20:18:19,Sem placa,,,,,SOL,,
404039,,,07/05/2025 20:24:44,OKX7287,,,,,SOL,,
383693,,,07/05/2025 20:36:21,TEB8E13,,,,,SOL,,
939212,,,07/05/2025 21:03:35,OZR869,,,,,SOL,,
647609,,,07/05/2025 22:38:51,STG556,,,,,SOL,,
471947,,,07/05/2025 22:54:36,Sem placa,,,,,SOL,,
331730,,,07/05/2025 23:44:36,DLI2B14,,,,,SOL,,
780512,,,08/05/2025 02:56:07,SKJ096,,,,,SOL,,
30440,,,08/05/2025 03:33:26,Sem placa,,,,,SOL,,
179149,,,08/05/2025 05:34:10,Sem placa,,,,,SOL,,
215766,,,08/05/2025 05:41:46,OKZ1S79,,,,,SOL,,
737087,,,08/05/2025 05:58:11,PMV5F88,,,,,SOL,,
751712,,,08/05/2025 06:15:06,LPR3E56,,,,,SOL,,
403656,,,08/05/2025 06:20:55,NZK5C47,,,,,SOL,,
227631,,,08/05/2025 06:25:31,Sem placa,,,,,SOL,,
990718,,,08/05/2025 06:31:08,PJO1320,,,,,SOL,,
466746,,,08/05/2025 06:33:37,Sem placa,,,,,SOL,,
600399,,,08/05/2025 06:37:31,PCK6B30,,,,,SOL,,
696572,,,08/05/2025 06:39:13,SJL5D4,,,,,SOL,,
898615,,,08/05/2025 06:42:29,RPB2C28,,,,,SOL,,
427506,,,08/05/2025 06:43:07,QFD3A22,,,,,SOL,,
17616,,,08/05/2025 07:08:54,JRY3J36,,,,,SOL,,
17042,,,08/05/2025 07:13:08,OVD3C12,,,,,SOL,,
649521,,,08/05/2025 07:17:22,NYO5251,,,,,SOL,,
642301,,,08/05/2025 07:38:22,GSW4G84,,,,,SOL,,
793973,,,08/05/2025 07:39:47,JPG1851,,,,,SOL,,
666810,,,08/05/2025 07:43:26,NZH3478,,,,,SOL,,
892177,,,08/05/2025 07:46:59,JPT2H75,,,,,SOL,,
198950,,,08/05/2025 07:52:40,OZC8I89,,,,,SOL,,
457339,,,08/05/2025 07:53:55,NTW0B77,,,,,SOL,,
48533,,,08/05/2025 07:58:14,HCO7546,,,,,SOL,,
45920,,,08/05/2025 08:05:12,Sem placa,,,,,SOL,,
913636,,,08/05/2025 08:07:22,MYZ289,,,,,SOL,,
57708,,,08/05/2025 08:13:17,Sem placa,,,,,SOL,,
486658,,,08/05/2025 08:14:22,QQZ1B37,,,,,SOL,,
556545,,,08/05/2025 08:14:58,OXH2626,,,,,SOL,,
114943,,,08/05/2025 08:16:09,RPV4B67,,,,,SOL,,
405401,,,08/05/2025 08:16:41,HMY4812,,,,,SOL,,
18159,,,08/05/2025 08:19:49,Sem placa,,,,,SOL,,
638605,,,08/05/2025 08:22:07,PLM1700,,,,,SOL,,
