Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
36917,,,05/05/2025 05:35:52,Sem placa,,,,,SOL,,
653034,,,05/05/2025 05:36:58,Sem placa,,,,,SOL,,
786421,,,05/05/2025 05:37:08,JRS715,,,,,SOL,,
632083,,,05/05/2025 05:42:37,OKZ1676,,,,,SOL,,
930348,,,05/05/2025 06:05:33,Sem placa,,,,,SOL,,
904883,,,05/05/2025 06:09:38,Sem placa,,,,,SOL,,
839728,,,05/05/2025 06:10:35,SIJ101,,,,,SOL,,
317047,,,05/05/2025 06:29:26,PLG1662,,,,,SOL,,
413505,,,05/05/2025 06:42:18,Sem placa,,,,,SOL,,
688345,,,05/05/2025 06:45:29,DOM4D29,,,,,SOL,,
327214,,,05/05/2025 06:57:32,PLF6335,,,,,SOL,,
659637,,,05/05/2025 07:00:26,NQP1A21,,,,,SOL,,
526462,,,05/05/2025 07:04:23,PCK6B30,,,,,SOL,,
934469,,,05/05/2025 07:18:26,RFG3B67,,,,,SOL,,
222964,,,05/05/2025 07:21:29,JRY3J36,,,,,SOL,,
704681,,,05/05/2025 07:23:05,QMW2C78,,,,,SOL,,
578353,,,05/05/2025 07:23:58,Sem placa,,,,,SOL,,
590551,,,05/05/2025 07:24:38,OKJ3597,,,,,SOL,,
986593,,,05/05/2025 07:27:06,NZF8413,,,,,SOL,,
195224,,,05/05/2025 07:27:43,RTL2D14,,,,,SOL,,
363387,,,05/05/2025 07:33:55,JSA7306,,,,,SOL,,
517284,,,05/05/2025 07:38:15,Sem placa,,,,,SOL,,
760498,,,05/05/2025 07:38:43,NTK5004,,,,,SOL,,
582893,,,05/05/2025 07:40:48,NYL5D62,,,,,SOL,,
855872,,,05/05/2025 07:42:31,OKZ1A87,,,,,SOL,,
230529,,,05/05/2025 07:44:26,HMY4812,,,,,SOL,,
799494,,,05/05/2025 07:44:33,PEN4E21,,,,,SOL,,
941223,,,05/05/2025 07:54:17,RZH3D55,,,,,SOL,,
646123,,,05/05/2025 07:57:43,HCO7546,,,,,SOL,,
823428,,,05/05/2025 08:04:09,LPR3E56,,,,,SOL,,
237086,,,05/05/2025 08:04:46,NYM5D06,,,,,SOL,,
790492,,,05/05/2025 08:13:35,PLM1700,,,,,SOL,,
187797,,,05/05/2025 08:13:45,PUO1798,,,,,SOL,,
