Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
364287,,,07/05/2025 22:38:51,STG556,,,,,SOL,,
130802,,,07/05/2025 22:54:36,Sem placa,,,,,SOL,,
98059,,,07/05/2025 23:44:36,DLI2B14,,,,,SOL,,
110018,,,08/05/2025 02:56:07,SKJ096,,,,,SOL,,
904151,,,08/05/2025 03:33:26,Sem placa,,,,,SOL,,
397994,,,08/05/2025 05:34:10,Sem placa,,,,,SOL,,
697297,,,08/05/2025 05:41:46,OKZ1S79,,,,,SOL,,
735088,,,08/05/2025 05:58:11,PMV5F88,,,,,SOL,,
326218,,,08/05/2025 06:15:06,LPR3E56,,,,,SOL,,
788066,,,08/05/2025 06:20:55,NZK5C47,,,,,SOL,,
974892,,,08/05/2025 06:25:31,Sem placa,,,,,SOL,,
173096,,,08/05/2025 06:31:08,PJO1320,,,,,SOL,,
570152,,,08/05/2025 06:33:37,Sem placa,,,,,SOL,,
212487,,,08/05/2025 06:37:31,PCK6B30,,,,,SOL,,
117626,,,08/05/2025 06:39:13,SJL5D4,,,,,SOL,,
424782,,,08/05/2025 06:42:29,RPB2C28,,,,,SOL,,
25284,,,08/05/2025 06:43:07,QFD3A22,,,,,SOL,,
673127,,,08/05/2025 07:08:54,JRY3J36,,,,,SOL,,
785903,,,08/05/2025 07:13:08,OVD3C12,,,,,SOL,,
61299,,,08/05/2025 07:17:22,NYO5251,,,,,SOL,,
363165,,,08/05/2025 07:38:22,GSW4G84,,,,,SOL,,
949303,,,08/05/2025 07:39:47,JPG1851,,,,,SOL,,
674243,,,08/05/2025 07:43:26,NZH3478,,,,,SOL,,
10433,,,08/05/2025 07:46:59,JPT2H75,,,,,SOL,,
172456,,,08/05/2025 07:52:40,OZC8I89,,,,,SOL,,
400649,,,08/05/2025 07:53:55,NTW0B77,,,,,SOL,,
143175,,,08/05/2025 07:58:14,HCO7546,,,,,SOL,,
928303,,,08/05/2025 08:05:12,Sem placa,,,,,SOL,,
387774,,,08/05/2025 08:07:22,MYZ289,,,,,SOL,,
875127,,,08/05/2025 08:13:17,Sem placa,,,,,SOL,,
320412,,,08/05/2025 08:14:22,QQZ1B37,,,,,SOL,,
578929,,,08/05/2025 08:14:58,OXH2626,,,,,SOL,,
851870,,,08/05/2025 08:16:09,RPV4B67,,,,,SOL,,
255046,,,08/05/2025 08:16:41,HMY4812,,,,,SOL,,
27779,,,08/05/2025 08:19:49,Sem placa,,,,,SOL,,
444678,,,08/05/2025 08:22:07,PLM1700,,,,,SOL,,
358607,,,08/05/2025 08:22:58,Sem placa,,,,,SOL,,
188321,,,08/05/2025 08:23:14,SJU3D77,,,,,SOL,,
749947,,,08/05/2025 08:32:57,PUO1798,,,,,SOL,,
907987,,,08/05/2025 08:34:52,PXV7337,,,,,SOL,,
569763,,,08/05/2025 08:35:35,Sem placa,,,,,SOL,,
189121,,,08/05/2025 08:36:14,Sem placa,,,,,SOL,,
565669,,,08/05/2025 08:41:30,LLK4281,,,,,SOL,,
456724,,,08/05/2025 08:51:12,GFU3J34,,,,,SOL,,
557921,,,08/05/2025 08:58:38,Sem placa,,,,,SOL,,
690418,,,08/05/2025 08:59:24,Sem placa,,,,,SOL,,
304052,,,08/05/2025 09:00:05,JJZ804,,,,,SOL,,
27356,,,08/05/2025 09:00:10,PLI9E01,,,,,SOL,,
813367,,,08/05/2025 09:16:14,PKM3C85,,,,,SOL,,
146147,,,08/05/2025 09:21:11,Sem placa,,,,,SOL,,
328362,,,08/05/2025 09:25:29,Sem placa,,,,,SOL,,
969919,,,08/05/2025 09:26:24,RZG8I44,,,,,SOL,,
696754,,,08/05/2025 09:26:41,QTX8D83,,,,,SOL,,
931360,,,08/05/2025 09:27:14,SJU3D77,,,,,SOL,,
82708,,,08/05/2025 09:28:01,RVJ1D62,,,,,SOL,,
155214,,,08/05/2025 09:32:38,PLX3D46,,,,,SOL,,
874608,,,08/05/2025 09:40:14,JSH9584,,,,,SOL,,
956748,,,08/05/2025 09:40:56,NZS7C38,,,,,SOL,,
160578,,,08/05/2025 09:45:47,NZK5C47,,,,,SOL,,
48198,,,08/05/2025 09:51:49,NZW5704,,,,,SOL,,
208292,,,08/05/2025 09:56:06,RNO4C14,,,,,SOL,,
537845,,,08/05/2025 10:00:22,QKS5B98,,,,,SOL,,
520945,,,08/05/2025 10:03:49,PJN0B18,,,,,SOL,,
823795,,,08/05/2025 10:08:05,RPG3A84,,,,,SOL,,
172450,,,08/05/2025 10:12:27,OKR6649,,,,,SOL,,
624703,,,08/05/2025 10:17:47,RDG8G61,,,,,SOL,,
23616,,,08/05/2025 10:18:21,PJM9A57,,,,,SOL,,
