Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
392891,,,05/05/2025 03:36:53,PKA4357,,,,,SOL,,
760247,,,05/05/2025 03:47:07,IDJ613,,,,,SOL,,
404475,,,05/05/2025 04:21:00,Sem placa,,,,,SOL,,
470729,,,05/05/2025 05:35:52,Sem placa,,,,,SOL,,
269714,,,05/05/2025 05:36:58,Sem placa,,,,,SOL,,
415571,,,05/05/2025 05:37:08,JRS715,,,,,SOL,,
754723,,,05/05/2025 05:42:37,OKZ1676,,,,,SOL,,
376148,,,05/05/2025 06:05:33,Sem placa,,,,,SOL,,
250687,,,05/05/2025 06:09:38,Sem placa,,,,,SOL,,
341367,,,05/05/2025 06:10:35,SIJ101,,,,,SOL,,
11188,,,05/05/2025 06:29:26,PLG1662,,,,,SOL,,
613685,,,05/05/2025 06:42:18,Sem placa,,,,,SOL,,
522773,,,05/05/2025 06:45:29,DOM4D29,,,,,SOL,,
290855,,,05/05/2025 06:57:32,PLF6335,,,,,SOL,,
520972,,,05/05/2025 07:00:26,NQP1A21,,,,,SOL,,
124271,,,05/05/2025 07:04:23,PCK6B30,,,,,SOL,,
783510,,,05/05/2025 07:18:26,RFG3B67,,,,,SOL,,
755291,,,05/05/2025 07:21:29,JRY3J36,,,,,SOL,,
187703,,,05/05/2025 07:23:05,QMW2C78,,,,,SOL,,
332414,,,05/05/2025 07:23:58,Sem placa,,,,,SOL,,
68566,,,05/05/2025 07:24:38,OKJ3597,,,,,SOL,,
708952,,,05/05/2025 07:27:06,NZF8413,,,,,SOL,,
560523,,,05/05/2025 07:27:43,RTL2D14,,,,,SOL,,
635683,,,05/05/2025 07:33:55,JSA7306,,,,,SOL,,
397219,,,05/05/2025 07:38:15,Sem placa,,,,,SOL,,
920489,,,05/05/2025 07:38:43,NTK5004,,,,,SOL,,
243724,,,05/05/2025 07:40:48,NYL5D62,,,,,SOL,,
680577,,,05/05/2025 07:42:31,OKZ1A87,,,,,SOL,,
419282,,,05/05/2025 07:44:26,HMY4812,,,,,SOL,,
190186,,,05/05/2025 07:44:33,PEN4E21,,,,,SOL,,
164934,,,05/05/2025 07:54:17,RZH3D55,,,,,SOL,,
993598,,,05/05/2025 07:57:43,HCO7546,,,,,SOL,,
51857,,,05/05/2025 08:04:09,LPR3E56,,,,,SOL,,
121315,,,05/05/2025 08:04:46,NYM5D06,,,,,SOL,,
381558,,,05/05/2025 08:13:35,PLM1700,,,,,SOL,,
979054,,,05/05/2025 08:13:45,PUO1798,,,,,SOL,,
417442,,,05/05/2025 08:13:53,Sem placa,,,,,SOL,,
503661,,,05/05/2025 08:18:38,RVJ1D62,,,,,SOL,,
