Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
484529,,,04/05/2025 20:06:17,OKM222,,,,,SOL,,
627150,,,04/05/2025 20:07:20,JSX3H81,,,,,SOL,,
423030,,,04/05/2025 20:19:56,BIM733,,,,,SOL,,
517483,,,04/05/2025 20:27:48,ITY647,,,,,SOL,,
411983,,,04/05/2025 20:30:44,SJE6C49,,,,,SOL,,
835865,,,04/05/2025 20:45:34,RDK4F93,,,,,SOL,,
666602,,,04/05/2025 20:59:03,SIQ673,,,,,SOL,,
2818,,,04/05/2025 21:07:10,PLH060,,,,,SOL,,
379069,,,04/05/2025 21:34:22,SAC706,,,,,SOL,,
870760,,,04/05/2025 22:43:09,RPP169,,,,,SOL,,
569941,,,04/05/2025 22:52:50,RVJ1D62,,,,,SOL,,
972864,,,04/05/2025 23:06:03,Sem placa,,,,,SOL,,
802849,,,04/05/2025 23:30:55,Sem placa,,,,,SOL,,
8504,,,04/05/2025 23:51:21,HCO7546,,,,,SOL,,
516033,,,05/05/2025 00:15:27,Sem placa,,,,,SOL,,
78708,,,05/05/2025 00:39:27,PLX8046,,,,,SOL,,
316942,,,05/05/2025 00:40:25,Sem placa,,,,,SOL,,
698936,,,05/05/2025 00:54:18,Sem placa,,,,,SOL,,
876466,,,05/05/2025 01:23:06,Sem placa,,,,,SOL,,
917572,,,05/05/2025 01:29:02,Sem placa,,,,,SOL,,
974971,,,05/05/2025 01:52:31,Sem placa,,,,,SOL,,
657715,,,05/05/2025 03:36:53,PKA4357,,,,,SOL,,
59496,,,05/05/2025 03:47:07,IDJ613,,,,,SOL,,
552938,,,05/05/2025 04:21:00,Sem placa,,,,,SOL,,
859885,,,05/05/2025 05:35:52,Sem placa,,,,,SOL,,
223080,,,05/05/2025 05:36:58,Sem placa,,,,,SOL,,
702941,,,05/05/2025 05:37:08,JRS715,,,,,SOL,,
632298,,,05/05/2025 05:42:37,OKZ1676,,,,,SOL,,
856747,,,05/05/2025 06:05:33,Sem placa,,,,,SOL,,
586368,,,05/05/2025 06:09:38,Sem placa,,,,,SOL,,
682656,,,05/05/2025 06:10:35,SIJ101,,,,,SOL,,
496403,,,05/05/2025 06:29:26,PLG1662,,,,,SOL,,
895719,,,05/05/2025 06:42:18,Sem placa,,,,,SOL,,
723760,,,05/05/2025 06:45:29,DOM4D29,,,,,SOL,,
218285,,,05/05/2025 06:57:32,PLF6335,,,,,SOL,,
148987,,,05/05/2025 07:00:26,NQP1A21,,,,,SOL,,
419215,,,05/05/2025 07:04:23,PCK6B30,,,,,SOL,,
974355,,,05/05/2025 07:18:26,RFG3B67,,,,,SOL,,
691716,,,05/05/2025 07:21:29,JRY3J36,,,,,SOL,,
598333,,,05/05/2025 07:23:05,QMW2C78,,,,,SOL,,
201732,,,05/05/2025 07:23:58,Sem placa,,,,,SOL,,
816354,,,05/05/2025 07:24:38,OKJ3597,,,,,SOL,,
528450,,,05/05/2025 07:27:06,NZF8413,,,,,SOL,,
754176,,,05/05/2025 07:27:43,RTL2D14,,,,,SOL,,
127762,,,05/05/2025 07:33:55,JSA7306,,,,,SOL,,
924759,,,05/05/2025 07:38:15,Sem placa,,,,,SOL,,
30899,,,05/05/2025 07:38:43,NTK5004,,,,,SOL,,
731631,,,05/05/2025 07:40:48,NYL5D62,,,,,SOL,,
620782,,,05/05/2025 07:42:31,OKZ1A87,,,,,SOL,,
632854,,,05/05/2025 07:44:26,HMY4812,,,,,SOL,,
248326,,,05/05/2025 07:44:33,PEN4E21,,,,,SOL,,
633529,,,05/05/2025 07:54:17,RZH3D55,,,,,SOL,,
179862,,,05/05/2025 07:57:43,HCO7546,,,,,SOL,,
503202,,,05/05/2025 08:04:09,LPR3E56,,,,,SOL,,
747975,,,05/05/2025 08:04:46,NYM5D06,,,,,SOL,,
802980,,,05/05/2025 08:13:35,PLM1700,,,,,SOL,,
142487,,,05/05/2025 08:13:45,PUO1798,,,,,SOL,,
118303,,,05/05/2025 08:13:53,Sem placa,,,,,SOL,,
908919,,,05/05/2025 08:18:38,RVJ1D62,,,,,SOL,,
534849,,,05/05/2025 08:20:08,QQZ1B37,,,,,SOL,,
768775,,,05/05/2025 08:20:24,OUW9620,,,,,SOL,,
879271,,,05/05/2025 08:27:28,RDK4F93,,,,,SOL,,
863460,,,05/05/2025 08:36:05,SSR1A74,,,,,SOL,,
114087,,,05/05/2025 08:38:09,Sem placa,,,,,SOL,,
473134,,,05/05/2025 08:39:40,SJR0I66,,,,,SOL,,
705123,,,05/05/2025 08:42:14,IAA8977,,,,,SOL,,
6252,,,05/05/2025 08:46:07,RVJ8E11,,,,,SOL,,
277795,,,05/05/2025 08:46:28,LTW1C76,,,,,SOL,,
2298,,,05/05/2025 08:55:00,RDF6E55,,,,,SOL,,
969275,,,05/05/2025 08:59:45,NYX4136,,,,,SOL,,
59438,,,05/05/2025 09:00:05,NYP6298,,,,,SOL,,
3417,,,05/05/2025 09:02:54,Sem placa,,,,,SOL,,
890801,,,05/05/2025 09:03:39,PLV9A04,,,,,SOL,,
538024,,,05/05/2025 09:04:37,PKW3A59,,,,,SOL,,
8235,,,05/05/2025 09:08:00,QQY8C43,,,,,SOL,,
196482,,,05/05/2025 09:11:17,Sem placa,,,,,SOL,,
39188,,,05/05/2025 09:12:55,OZG7273,,,,,SOL,,
743098,,,05/05/2025 09:29:47,RUE7B10,,,,,SOL,,
69426,,,05/05/2025 09:39:31,PLL7E57,,,,,SOL,,
497964,,,05/05/2025 09:40:29,PKD5714,,,,,SOL,,
404324,,,05/05/2025 09:43:30,RNO4C14,,,,,SOL,,
89455,,,05/05/2025 09:44:02,PAN7I52,,,,,SOL,,
259369,,,05/05/2025 09:52:17,PJP3659,,,,,SOL,,
179796,,,05/05/2025 09:53:06,Sem placa,,,,,SOL,,
475236,,,05/05/2025 09:57:19,OYV7C03,,,,,SOL,,
495240,,,05/05/2025 09:58:18,PLQ7H50,,,,,SOL,,
739891,,,05/05/2025 09:59:29,JQP7699,,,,,SOL,,
986564,,,05/05/2025 10:05:44,TEB8E13,,,,,SOL,,
224773,,,05/05/2025 10:08:30,PXX7G56,,,,,SOL,,
389469,,,05/05/2025 10:11:04,Sem placa,,,,,SOL,,
120571,,,05/05/2025 10:17:05,SKH5E03,,,,,SOL,,
610559,,,05/05/2025 10:18:13,SKP1H22,,,,,SOL,,
179375,,,05/05/2025 10:18:41,HCO7546,,,,,SOL,,
880660,,,05/05/2025 10:22:28,IYG2I12,,,,,SOL,,
360464,,,05/05/2025 10:26:13,OXF3J21,,,,,SOL,,
72400,,,05/05/2025 10:28:26,SJT8D40,,,,,SOL,,
305465,,,05/05/2025 10:29:57,PJL0F58,,,,,SOL,,
333807,,,05/05/2025 10:31:55,JJW8908,,,,,SOL,,
602640,,,05/05/2025 10:33:11,SIC1G80,,,,,SOL,,
743408,,,05/05/2025 10:34:49,TJA4F50,,,,,SOL,,
457385,,,05/05/2025 10:38:03,Sem placa,,,,,SOL,,
83212,,,05/05/2025 10:43:59,Sem placa,,,,,SOL,,
754483,,,05/05/2025 10:45:49,NYM5D06,,,,,SOL,,
805734,,,05/05/2025 10:49:36,RVJ1D62,,,,,SOL,,
639403,,,05/05/2025 10:52:17,NTM2946,,,,,SOL,,
745275,,,05/05/2025 10:59:47,OKT7351,,,,,SOL,,
27674,,,05/05/2025 11:01:25,EXM3G51,,,,,SOL,,
705370,,,05/05/2025 11:07:47,Sem placa,,,,,SOL,,
95368,,,05/05/2025 11:09:59,OKP9D19,,,,,SOL,,
509750,,,05/05/2025 11:11:10,Sem placa,,,,,SOL,,
691651,,,05/05/2025 11:12:51,QUB0I81,,,,,SOL,,
527287,,,05/05/2025 11:13:16,QWU4H85,,,,,SOL,,
65346,,,05/05/2025 11:13:31,PLO6A71,,,,,SOL,,
736967,,,05/05/2025 11:13:49,ECH6E16,,,,,SOL,,
383545,,,05/05/2025 11:15:39,JSR5376,,,,,SOL,,
207737,,,05/05/2025 11:16:09,PJN0B18,,,,,SOL,,
111373,,,05/05/2025 11:22:08,Sem placa,,,,,SOL,,
404724,,,05/05/2025 11:22:38,RPN3D18,,,,,SOL,,
407540,,,05/05/2025 11:25:18,JQZ6182,,,,,SOL,,
533912,,,05/05/2025 11:27:59,MA6929,,,,,SOL,,
262902,,,05/05/2025 11:28:11,Sem placa,,,,,SOL,,
221111,,,05/05/2025 11:28:38,QNZ5C72,,,,,SOL,,
838011,,,05/05/2025 11:34:49,QMC5J45,,,,,SOL,,
721066,,,05/05/2025 11:38:29,Sem placa,,,,,SOL,,
363333,,,05/05/2025 11:38:37,SYT2J64,,,,,SOL,,
119972,,,05/05/2025 11:39:10,RPS0I97,,,,,SOL,,
844755,,,05/05/2025 11:39:56,Sem placa,,,,,SOL,,
