Índice,Pista,Tam. (KB),Hora,Nº placa,Marca,Cor placa,Cor veículo,Veloc.km/h,Região,Tipo evento,Tam. Veíc.
469809,,,10/05/2025 04:21:27,Sem placa,,,,,SOL,,
480991,,,10/05/2025 05:02:59,Sem placa,,,,,SOL,,
507101,,,10/05/2025 05:36:49,J4GZ184,,,,,SOL,,
198753,,,10/05/2025 05:53:19,NZK5C47,,,,,SOL,,
349765,,,10/05/2025 05:55:08,NYK5215,,,,,SOL,,
448093,,,10/05/2025 06:24:48,OKX8G90,,,,,SOL,,
348996,,,10/05/2025 06:25:09,Sem placa,,,,,SOL,,
230901,,,10/05/2025 06:39:27,JRX1528,,,,,SOL,,
982660,,,10/05/2025 06:41:49,QFD3A22,,,,,SOL,,
280332,,,10/05/2025 06:42:10,OUU9998,,,,,SOL,,
189311,,,10/05/2025 06:44:25,LPR3E56,,,,,SOL,,
47003,,,10/05/2025 06:46:35,NZU6563,,,,,SOL,,
660293,,,10/05/2025 06:56:13,Sem placa,,,,,SOL,,
659266,,,10/05/2025 06:58:18,NYW2143,,,,,SOL,,
886678,,,10/05/2025 07:05:01,JRY3J36,,,,,SOL,,
825108,,,10/05/2025 07:06:19,PLF6335,,,,,SOL,,
516123,,,10/05/2025 07:06:34,RDR4E53,,,,,SOL,,
312589,,,10/05/2025 07:12:44,JQN620,,,,,SOL,,
672957,,,10/05/2025 07:12:55,Sem placa,,,,,SOL,,
476494,,,10/05/2025 07:33:42,PLL2B14,,,,,SOL,,
586344,,,10/05/2025 07:34:05,PLC2746,,,,,SOL,,
674509,,,10/05/2025 07:34:15,Sem placa,,,,,SOL,,
589133,,,10/05/2025 07:40:25,PLF0417,,,,,SOL,,
348628,,,10/05/2025 07:43:20,PJO7742,,,,,SOL,,
590244,,,10/05/2025 07:45:48,OZI1049,,,,,SOL,,
199582,,,10/05/2025 07:46:10,FEW6I91,,,,,SOL,,
377386,,,10/05/2025 07:58:19,OZZT08,,,,,SOL,,
394311,,,10/05/2025 07:58:49,JQV9F93,,,,,SOL,,
919326,,,10/05/2025 08:13:20,SKC7A16,,,,,SOL,,
869100,,,10/05/2025 08:23:27,RPV4B67,,,,,SOL,,
